Texto,Label
Brasil avança em ranking da OCDE de dados abertos e alcança 8ª posição,True
Empresa contratada pelo TSE para apuração dos votos tem ligação com o PT,Fake
"Lula quer de volta os R$ 6,5 milhões que o governo liberou para família custear remédio contra doença rara.",Fake
"Acabarei com o Pix, afirma Lula",Fake
Ipec deixou de fazer pesquisa boca de urna após errar resultado,Fake
"Ibope: Bolsonaro 57% Haddad 43%; Band News: Bolsonaro 73% Haddad 27%; Paraná Pesquisas: Bolsonaro 61%, Haddad 39,1%; Record News: 74%, Haddad 16%; BTG Pactual: Bolsonaro 63%, Haddad 37%.",Fake
Olha o que Bolsonaro está fazendo no nordeste,Fake
Governo rejeita desoneração para compensar redução de jornada,True
"Força de Segurança do Ministro Flávio Dino, combatendo os traficantes nos morros do Rio",Fake
Bolsonaro elimina aparelhamento do Conselho Nacional de Políticas sobre Drogas,Fake
TSE destruiu 200 mil urnas para apagar rastros de fraude e enterrar chances de autoria nas eleições,Fake
vídeo que voltou a circular é de 2010. O então deputado federal Fernando Chiarelli não apresentou provas de fraude no sistema eleitoral,True
"É o brasil começando á dar certo, parabens a o governo bolsonaro, por mais este importantissímo acordo!!!",Fake
"Mutreta bilionária no Fies teve participação dos réus Haddad, Mercadante, Dilma entre outros",Fake
Mendonça autoriza transferência de ex-presidente do BRB para Papudinha,True
Trump disse que vai prender Lula e libertar Jair Bolsonaro,Fake
Trump manda recado em português para o Brasil com críticas ao ministro Alexandre de Moraes e ao STF,Fake
Eleitor tem um mês para regularizar pendências e ficar apto a votar,True
"Senador Magno Malta estava embriagado durante seu discurso na manifestação convocada pelo ex-presidente Jair Bolsonaro em 25 de fevereiro, em São Paulo",Fake
TJ do Rio anula eleição de Douglas Ruas como presidente da Alerj,True
Senador tirou falas de Drauzio Varella do contexto,Fake
Ambos são votos inválidos e não são considerados na contagem final.,True
IBGE atualiza limites territoriais do Brasil; veja o que mudou,True
Lula propôs projeto denominado ‘Bolsa Sopão’,Fake
Carlos Bolsonaro aprovou o Dia do Heterossexual,Fake
Frases de Jair Bolsonaro,Fake
"Barroso foi sancionado pelos EUA e perdeu visto, passaporte, contas bancárias e cartões de crédito",Fake
Não há anúncio oficial do governo e nem registro de que a CNN tenha publicado qualquer conteúdo nesse sentido. Declaração de Lula foi tirada de contexto.,True
"""Lula confessa que gastou 60 bilhões de dólares na COMPRA de VOTOS para vencer as eleições de 2022""",Fake
Fotografia mostra o presidente Lula ao lado do “chefe do Hamas”,Fake
"No vídeo, que é antigo, a jornalista Daniela Lima, então âncora na CNN Brasil, comentava uma postagem do ex-deputado federal Deltan Dallagnol.",True
Felipe Neto postou preços em dezembro de 2022 para comparar governo Bolsonaro com o de Lula,Fake
"AGORA - Bolsonaro critica projeto que já passou no Senado e está na Câmara, que prevê 7 anos de prisão para quem duvidar do sistema eleitoral",Fake
"Financiamentos a desabrigados em Minas seguirão modelo do RS, diz Lula",True
"Ministro da Fazenda, Fernando Haddad, deu entrevista promovendo criptomoedas e está sendo processado por banco",Fake
STF valida voto secreto e eleições indiretas para governo do Rio,True
O governo brasileiro vai gastar R$ 20 milhões de dinheiro público para defender o ministro Alexandre de Moraes contra sanções dos EUA,Fake
"Publicação engana ao dizer que a fala foi feita na Páscoa deste ano, relacionando-a ao quadro atual do Congresso e ao governo Lula.",True
Vídeo mostra ato a favor da prisão de Bolsonaro na Paulista neste sábado (22),Fake
Imagem mostra Trump esmagando Lula na reunião de hoje,Fake
Não houve juízo de valor na decisão do Tribunal que negou exclusão de postagens de Bolsonaro com a acusação,True
Vorcaro é transferido para superintendência da PF em Brasília,True
"Entre os empossados, destaque para a primeira diretoria da recém-criada Autoridade Nacional de Segurança Nuclear (ANSN), marco histórico para o setor nuclear brasileiro.",True
Justiça Eleitoral proibiu relacionar Lula a Maduro,Fake
Drauzio Varella considerou a covid-19 uma gripezinha e estimulou mesários voluntários nas eleições de 2020,Fake
"Flávio Dino foi pra lá [Natal (RN)] e liberou 100 milhões de reais para o 'fundo carcerário'. Para melhorar a vida dos prisioneiros, para melhorar pros presidiários. Ou seja, ele foi lá e negociou com o crime organizado",Fake
Prazos diferentes dados por Alexandre de Moraes mostram favoritismo de Lula em relação a Bolsonaro,Fake
TRE-RJ promove mutirão para eleitores regularizarem título,True
Lula critica uso da força por nações ricas para invadir outros países,True
"A empresa de tecnologia Positivo, vencedora de licitação para produzir urnas eletrônicas, foi comprada pela chinesa Lenovo",Fake
Sabe o que o STF acabou de fazer? Suspendeu uma operação do BOPE no Complexo da Maré. O governador acatou a decisão. Criminosos soltam fogos gritando: Quem manda é nós.,Fake
Governo federal assumirá controle das polícias militares com a PEC da Segurança Pública,Fake
Fux acaba de anular 6 processos de Jair Bolsonaro e transfere causa para TJE,Fake
Sabatina de Jorge Messias para vaga no STF será dia 29 de abril,True
Lula defende educação para o combate à violência contra mulher,True
MP Eleitoral recorre ao TSE para explicar decisão que condenou Castro,True
A carteira de trabalho digital não é documento válido de identificação na Justiça Eleitoral.,True
Moraes dá 24h para Guilherme Boulos apresentar exame toxicológico,Fake
Vídeo mostra secretária de Trump rasgando documento enviado por Lula,Fake
Protógenes Queiroz fugiu para a Suíça após descobrir fraudes nas urnas eletrônicas,Fake
Lula disse ao UOL que vai extinguir Auxílio Brasil e limitar sua entrega,Fake
Jornalista afirma que trechos da Bíblia podem ser proibidos,Fake
Foto mostra caixas com cédulas de votos em Trump descartas em rua de Michigan.,Fake
"De mim é difícil [Tabata Amaral] ter tirado [intenções de voto], porque eu cresci. Na [pesquisa] Quaest, eu cresci um ponto, na Atlas eu cresci um ponto.",Fake
STF adia conclusão de julgamento sobre nepotismo em cargos públicos,True
O presidente Jair Bolsonaro declarou que ninguém pode obrigar ninguém a tomar a vacina,Fake
"Lula diz que, em janeiro, vai colocar caminhoneiros em seu devido lugar, porque o Brasil não pode parar",Fake
"Flávio Dino que ladrões não sejam presos, mas quer prender quem xingar políticos",Fake
Lula sendo expulso de um restaurante ontem!,Fake
Criminosos encapuzados que atearam fogo nos veículos gritavam “Fora Bolsonaro”,Fake
Ela é realizada junto ao período de cadastramento eleitoral que está fechado desde 9 de maio e será reaberto em 5 de novembro .,True
Lula morreu e túmulo está em cidade do interior da Bahia,Fake
"""Você comeu hoje. O Lucas não pode. E não é porque ele não quer? é porque dói. Fica até o fim. A história dele precisa ser ouvida""",Fake
"Lula faz apelo à paz, condena corrida armamentista e critica ONU",True
"Postagem nas redes sociais, também compartilhada em aplicativos de mensagens, sugere que o governador de São Paulo, João Doria, e Fábio Luiz Lula da Silva, o Lulinha, filho do ex-presidente Lula, são sócios na empresa fabricante da vacina Coronavac, visando às eleições de 2022",Fake
Bolsonaro pode acabar com reservas federais por decreto presidencial?,Fake
"O Estado português está a pagar neste momento mais subvenções vitalícias a ex-politicos do que o número de deputados que existem no Parlamento. Este ano a despesa com estas pensões subiu 15%, o maior custo de sempre. Assim não vamos lá! Temos de acabar com isto!",True
"Alguns querem tratar a questão como se vivêssemos no regime parlamentarista, onde a suspeição política de um presidente é condição necessária e suficiente para que ele seja afastado.",True
Datafolha: 38% avaliam governo Lula como ruim ou péssimo; 32% como ótimo ou bom,True
O deputado Nikolas recebe auxílio-paletó de R$44.000,Fake
"A pedido do PT, Justiça proibiu o plantio de soja em Mato Grosso até dezembro, prejudicando os produtores. MST vai fiscalizar o agronegócio caso Lula seja eleito.",Fake
Muitos corpos dos que morreram na queda do helicóptero do Presidente Raisi foram queimados e não podem ser identificados.,Fake
Não é verdade que o TSE tenha mandado abrir o código-fonte das urnas eletrônicas por causa das eleições do Conselho Tutelar.,True
Trump ameaçou vir ao Brasil com Exército,Fake
Especialista diz que a operação tem amparo legal. O que o momento eleitoral restringe é a prisão.,True
Jair Bolsonaro levou uma facada durante a campanha eleitoral de 2018.,True
Brasil capta 5 bi de euros em emissão internacional recorde,True
No jornal italiano saiu que o filho do Alexandre de Moraes agrediu Roberto Mantovani. Eu acredito no jornal italiano e não no ditador Xandão,Fake
"Trump detona Lula em discurso: ""desastre total""",Fake
"Uma busca no Jusbrasil mostrou 83 processos no CPF da ministra. Dois são criminais, mas ela não é ré em nenhuma das ações.",True
Lula acho que seria bem recebido no AGRO. AGRO não é Lula,Fake
Dino profere segundo voto contra lei de SC que proibiu cotas raciais,True
O sistema de totalização é a consolidação do resultado publicado na seção eleitoral (boletim de urna).,True
Eleições 2026: prazo para regularizar pendências termina em uma semana,True
Lula sanciona Lei Antifacção e defende prisão de magnatas do crime,True
STF tem maioria para manter prisão de ex-presidente do BRB,True
Vídeo de curto-circuito durante temporal compartilhado por Guilherme Boulos foi gravado em São Paulo,Fake
Lançamento da candidatura do Bolsonaro. Ontem em Brasília,Fake
Caixa já renegociou R$ 820 milhões no novo Desenrola Brasil,True
A autora da publicação confirmou ao Comprova que o vídeo se trata de uma montagem.,True
Fila de pessoas em busca de gás no governo Lula,Fake
"Lula ladrão, seu lugar é na prisão, na inauguração de ponte construída por Bolsonaro",Fake
O benefício para indenizar quem teve seus dados vazados já está ativo,Fake
"Lula apresentou proposta para proibir aplicativos como Uber e iFood, conforme havia alegado Eduardo Bolsonaro em 2022.",Fake
Lula é ignorado no G20,Fake
"Entre Glauber Braga, Marcel Van Hattem e André Janones, só Marcel Van Hattem sofreu punição na Câmara dos Deputados",Fake
"Bolsonaro teve 57 milhões de votos, mas o BOZO teve 170 milhões de inscritos para receber os 600 reais. Não é fofa a resistência?",Fake
"""Este é o Sr. Zelensky o Presidente da Ucrânia! É este homem que as televisões e os jornais enaltecem de todas as maneiras... Um fascista! Um nazista!""",Fake
TSE define ministros que vão julgar processos de presidenciáveis,True
Ibrahim Traoré fez discurso ameaçando e criticando Lula,Fake
Pablo Marçal aparece em 1º na pesquisa eleitoral do Instituto Veritá,Fake
O suposto atentado contra Pablo Marçal,Fake
Lula pede mobilização a centrais sindicais para fim da escala 6x1,True
"Após a reunião com o presidente Lula e o ministro do Esporte, André Fufuca, Gianni Infantino, Samir Xaud e Carlo Ancelotti demonstraram confiança de que o Brasil realizará, em 2027, a melhor edição de todos os tempos da Copa do Mundo Feminina de Futebol.",True
Vídeo mostra ex-presidente Lula confessando que o PT é uma organização criminosa.,Fake
"Apesar de haver um prestador de serviço de suporte e manutenção dos computadores do tribunal, quem controla os equipamentos são os próprios servidores do TSE.",True
Lula inaugura novas áreas de hospital universitário de São Carlos,True
"Em busca de acordo com o governo, comissão do Senado adia novamente votação de projeto sobre dívidas rurais",True
PF encontra mensagens de violência em celular de deputado preso no RJ,True
"""Lista de ministros criminosos do governo criminoso, mas Bolsonaro era questionado por colocar militares sem nem um processo contra eles! Vejam o quão ridículo é o posicionamento de quem vota do PT! O silêncio deles me envergonha!""",Fake
Fique atento a eventuais convocações para revisão de eleitorado.,True
PF revelou dossiê contra Nikolas Ferreira e irmão de Bolsonaro,Fake
Motoboys contra Lula se unem em todo o país para derrubar o regime,Fake
"O que eu não consigo entender é o atual prefeito [Ricardo Nunes], no dia seguinte da operação da Polícia Civil numa empresa que o dono tinha sido preso com arma e com ligação com o crime, foi fazer um vídeo declarando que essa empresa era boa e prestava um excelente serviço",True
"Esse vídeo passou no Jornal Nacional, só a parte que a Polícia do Planalto prende ele. Mas a parte que esse homem ameaça o Presidente Bolsonaro o Jornal Nacional não mostrou",Fake
"[Lula,] O governo do senhor é do povo, para o povo, diferentemente do governo de agora, com o qual não podemos concordar, que tem um deficit, um buraco, um rombo de R$ 139 bilhões e vai elevar para R$ 159 bilhões, enquanto corta recurso do programa Bolsa Família.",Fake
"Mais de 90hs de conversas cabeludas entre ""M"" e integrantes do sistema de apuração das eleições durante a eleição de 2022, foram distribuídas para várias pessoas importantes do Brasil e dos EUA, prometem vir à tona",Fake
Essas urnas são utilizadas para substituir aquelas que apresentarem defeitos durante a votação.,True
Flavio Bolsonaro veste camisa com ofensa a nordestinos,Fake
STF tem placar de 4 a 1 contra novo recurso sobre revisão da vida toda,True
“Temos de ter a consciência que 42.000 enfermeiros custam 17 milhões ano” e “230 deputados custam 105 milhões”,Fake
[Ricardo Nunes] é recordista em obras sem licitação,True
Brasil do 36ª para 119ª lugar em ranking de educação durante governos do PT,Fake
Brumadinho: STJ autoriza retomada de ação contra ex-presidente da Vale,True
Lula e presidenta do México querem reunir empresários dos dois países,True
"Se mais de 50% votarem nulo, a eleição é cancelada e suspende candidatos",Fake
"Em vídeo publicado no Facebook, deputado federal de Minas Gerais ignora que mais da metade da quantia citada por ele foi encaminhada a administrações municipais e, portanto, não é de competência do governador paulista.",True
Ex-presidente Lula teve o passaporte apreendido e está impedido de fazer viagens internacionais,Fake
X foi novamente suspenso por Alexandre de Moraes,Fake
Donald Trump elogiou urnas eletrônicas brasileiras,Fake
Elon Musk postou no X provas de que eleições brasileiras foram fraudadas e que Jair Bolsonaro (PL) venceu as eleições de 2022,Fake
Elon Musk fez o M de Marçal,Fake
"PT contrata ""manifestantes"" por R$ 20,00 para protestar contra BOLSONARO na inauguração do aeroporto na Bahia, mas não paga, veja a revolta dos militantes. Kkkkkkk",Fake
Recursos do governo federal foram usados apenas para pagar despesas de representantes da administração pública federal.,True
"10 bi para Rouanet. 1,5 bi para o agro. Desse jeito teremos que comer os artistas",Fake
Arrastão no Carnaval de Olinda associado ao governo Lula,Fake
TSE já confirmou a fraude no caso das rádios,Fake
Comparação grosseira e publicação em grupos de humor deixam clara a intenção das postagens.,True
"Fotos mostram o ministro Alexandre de Moraes jantando com José Dirceu, em Portugal",Fake
"A pedido do PT, STF decide que quem não quitar dívidas não poderá mais dirigir e nem sair do país",Fake
"Publicação no TikTok que reproduzia trecho de live do deputado federal Coronel Tadeu (PL-SP) junto com o empresário argentino Fernando Cerimedo em que eles afirmavam existir seções eleitorais com 1,5 mil eleitores, o que seria indicativo de fraude eleitoral. No vídeo, eles alegam que, como o tempo médio de votação de um eleitor no primeiro turno era de um minuto e as seções eleitorais ficam abertas por 540 minutos (9 horas, das 8h às 17h), não seria possível haver seções eleitorais que tivessem mais de 540 eleitores. “Se uma pessoa leva um minuto para votar, só pode no máximo 540”. “Você tem 9h de votação, 540 min. Se ele encontrou 1.500 votos em uma urna que só podia ter 540 significa que cada pessoa votou em 20 segundos”. “É sinal de que votos foram inseridos na urna”, concluem.",Fake
"Força de Segurança do Ministro Flávio Dino, combatendo os traficantes nos morros do Rio de Janeiro-RJ. Será?! Credito não só num causo desse!",Fake
"Onyx Lorenzoni recebeu Pix do ""Careca do INSS"" para a campanha eleitoral",Fake
A Fundação Transparência Política Internacional apontou o deputado federal Jair Messias Bolsonaro como o político mais honesto do mundo.,Fake
Moraes disse que “pouco importa se a minuta apreendida era a minuta real do plano golpista”,Fake
New York Times diz que Moro corrompeu o sistema judicial e é responsável direto pelo caos que o Brasil vive hoje,Fake
Lista mostra nomes de 25 senadores que votaram contra indicação de Mendonça ao STF,Fake
Banqueiros se reuniram em um jantar com Lula em reação à inclusão bancária gerada por Jair Bolsonaro com o Auxílio Emergencial e o Pix.,Fake
PT está pedindo para fechar Jovem Pan,Fake
Eleitores sem máscara não poderão votar nas eleições 2020,Fake
AGU diz ao STF que Lei da Dosimetria é inconstitucional,True
"Você [ministro do STF Luiz Edson Fachin] era militante lá do PT, partido comunista. Você era da aliança comunista do Brasil.",Fake
Fotos mostram atos pró-Bolsonaro em maio de 2022,Fake
"Após acusação de assédio, Silvio Almeida reaparece para pedir votos ao Guilherme Boulos",Fake
"A presidente mexicana Claudia Sheinbaum dirige-se a Trump: 'Então, votaram para se construísse um muro'.",Fake
"Lula confessa que roubou ao dizer que ""político quando rouba, submerge""",Fake
Maior número de votos para presidente em Macapá é indício de fraude eleitoral,Fake
Michelle comemorando a burrice do marido com seu maquiador,Fake
Deputado afirmou que estudo belga comprovava a eficácia da hidroxicloroquina no tratamento precoce da covid-19,Fake
Urnas eletrônicas de Cordeiro (RJ) tinham votos computados para Lula,Fake
"Mais de 20 ONGs brasileiras receberam dinheiro da USAID nos anos de 2023 e 2024, coincidentemente após o início do mandato de Lula",Fake
Flávio Dino mandou apagar vídeo que prova que não foi o povo que quebrou o Planalto no 8 de Janeiro,Fake
Mulher reclama de preços de alimentos e mostra realidade para Lula,Fake
Governo federal anuncia recursos para o Pronaf Mais Leite,True
Donald Trump estabelece prazo de 24 horas para que Alexandre de Moraes renuncie ao cargo de ministro do Supremo,Fake
Títulos de eleitor de quem tem mais de 70 anos estão sendo cancelados,Fake
Lula defende previdência social para profissionais de aplicativos,True
Moraes faz novo pronunciamento! Nosso capitão vai voltar,Fake
Qualquer narrativa de que o 8 de janeiro de 2023 foi uma tentativa de golpe deveria ter sido enterrada no dia em que foi publicado que o ex-ministro do Gabinete de Segurança Institucional (GSI) falsificou o relatório do atentado enviado à comissão de inteligência do Congresso,Fake
"""Lula endurece tom com Trump e diz que todo o brasileiro está disposto a defender a sua soberania e a de Cuba também.""",Fake
Alexandre de Moraes fez gesto obsceno em jogo do Corinthians,True
Vídeo mostra resultados diferentes no aplicativo e no boletim impresso da mesma zona eleitoral de Rio Branco,Fake
STF não consegue notificar Mário Frias sobre filme de Bolsonaro,True
"Brasil tem menor taxa de mortalidade infantil em 34 anos, diz Unicef",True
Os trechos selecionados não mostram que Mendes está citando situações que foram solucionadas com o avanço da biometria nas eleições.,True
"Flávio Dino (PSB) foi o mentor da tentativa de golpe do dia 8 de janeiro, em Brasília.",Fake
Governo já começou articulação por nova indicação de Jorge Messias ao STF após rejeição histórica no Senado,True
Um eleitor do Pará votou antecipadamente no segundo turno das eleições.,Fake
"Na imagem, é apresentada apuração do Paraná nas eleições presidenciais de 2022, recorte que não representa o resultado da votação em todo o país.",True
"A prestação social contra a qual a senhora deputada votará contra é uma prestação que protege 258 mil pessoas, mais do dobro que a sua propunha e que tem uma despesa total de 630 milhões de euros.",True
Sessão virtual do STF decidirá sobre regras de eleição indireta no Rio,True
Lula: assessor de Trump só entrará no país se Padilha entrar nos EUA,True
Lula volta a defender mandato para ministros do STF,True
Lula e STF tramaram plano para matar Bolsonaro,Fake
Confisco do passaporte de Bolsonaro foi uma medida inédita tomada pela PF contra ex-presidentes,Fake
"A ordem do presidente é incentivar o setor que mais cresce, que mais emprega e que mais contribui para a nossa economia.",Fake
"Sabe o que é alguém (ele, Lula) sair da presidência com 11 containers de acervo e não ter onde por? Sair com cadeira, trono, com papel, com tudo que você possa imaginar? E onde estão esses bens?",Fake
Vídeo mostra Tom Cruise apoiando o presidente Jair Bolsonaro,Fake
Governo mandou entulhar poços artesianos no Nordeste,Fake
"Trechos de uma entrevista ao Jornal da Record foram recortados e manipulados. Na entrevista original, ele não faz menção a questões religiosas.",True
STF suspende julgamento sobre mandato-tampão para governo do Rio,True
"No Japão, eleitores apertam 22 e aparece 13",Fake
Tribunal de Haia considerou que Lula é preso político e exigiu sua libertação?,Fake
"Tata Werneck tentou zombar de Michelle Bolsonaro em seu programa na Globo, mas o que aconteceu deixou todos surpresos",Fake
O Fachin foi advogado do MST,Fake
"Após ameaça de bomba, voo da Latam de Brasília a São Paulo é adiado",True
"Carlos Bolsonaro publicou vídeo de Jair Bolsonaro, gravado na cela da superintendência da Polícia Federal, em Brasília",Fake
"Principal desafio da Venezuela é fortalecer democracia, diz Lula",True
"Governo Lula gastou R$ 1,4 bilhão em cartão corporativo e Bolsonaro, R$ 27 milhões",Fake
"E hoje tenho orgulho de ser o presidente da República, único no país, que não tem diploma universitário",Fake
"Para encontrar o endereço do cartório eleitoral mais perto de você, acesse https://www.tse.jus.br/institucional/justica-eleitoral/tres/zonas-eleitorais-cartorios .",True
As refinarias da Petrobras estão operando com 70% da sua capacidade...,Fake
STF não deu prazo para ouvir as testemunhas de Bolsonaro,Fake
Afirmação de que é obrigatório o uso de máscaras no dia das eleições,Fake
Foto atual de Jair Bolsonaro no hospital com o filho Carlos,Fake
Pesquisa Ipec apontou Bolsonaro com 44% dos votos,Fake
Dados em post de Eduardo Bolsonaro sobre meio ambiente,Fake
Trump proibiu Lula e Moraes de saírem do Brasil por meio do protocolo “Veredito Final”.,Fake
Bolsonaro dispara nas pesquisas de intenção de voto para 2022 e é mais bem avaliado que antecessores,Fake
Governo publica MP que destina R$ 30 bi a taxistas e motoristas de app,True
A reforma dos políticos é dada ao fim de 15 anos de atividade política.,Fake
Flávio e Eduardo Bolsonaro pedem doações para custear processo do pai,Fake
Lula fretou o avião mais caro do mundo por R$ 1 milhão,Fake
Vídeo mostra recepção a Bolsonaro na Agrishow 2022 em Ribeirão Preto (SP),Fake
Imprensa mentiu sobre gastos de Lula na posse presidencial,Fake
Galera escuta o que Leonel brizola falou sobre bolsonaro antes de morre ele ja foi gonvernador,Fake
"Em discurso no dia 22 de março, Trump diz que reconhece Lula como presidente e que não conhece Bolsonaro",Fake
"""A presidente do México, Claudia Sheinbaum, de 63 anos, foi retirada do país e levada para um navio de guerra da Marinha no Pacífico, por razões de segurança""",Fake
"Aquelas 1.500 pessoas, pobres, coitadas, que até foi levantada por um dos que me antecederam agora há pouco aqui. Cem ônibus chegaram na região do setor ambiental urbano, na madrugada de domingo. E o pessoal foi embora logo depois da baderna e sobrou para quem estava acampado aqui. Quem realmente fez foi embora.",Fake
Tarcísio de Freitas divulga link para consulta e saque de indenização por vazamento de dados,Fake
Vídeo mostra o presidente do Afeganistão fugindo do país em agosto de 2021,Fake
O que o projeto de lei em tramitação na Câmara propõe é a definição de uma lista de pessoas prioritárias para uma possível campanha de imunização. A possibilidade de adoção de vacinação obrigatória contra covid-19 já está prevista em lei sancionada pelo presidente da República em fevereiro,True
Lula afirmou que compra votos de baianos por R$ 10,Fake
"Tanto Fachin como o MST negam a alegação. Ainda que tivesse sido advogado do movimento social, isso não seria impeditivo para ele assumir uma cadeira na corte.",True
"Holanda 17 milhões de habitantes, 150 deputados e sem regalias; Portugal 10 milhões, 230 deputados e todos com assessores, porquê? Ao ponto de o primeiro-ministro ter 11 motoristas.",Fake
"Tuítes resgatam conteúdo antigo para atacar o senador Randolfe Rodrigues, que é critico do governo federal pelo atraso na compra das vacinas e pela promoção do “kit covid”.",True
Lula quer incluir inadimplentes do FIES em pacote contra endividamento,True
"Caras de Passos, Ronaldo, Herman, Lili Caneças e Jorge Jesus com o slogan: ""Eu voto Ventura""",Fake
LULA PODE TER FORJADO SUA VACINAÇÃO E COMEMORADO 'RÔLA NO POVO' No teatro da vacina. Vejam algumas cenas assustadoras num único eventos,Fake
Trump esmagou Lula na Casa Branca,Fake
Médico dono de clínica ligada à acusação contra Boulos diz que o laudo é verdadeiro,Fake
Prazo para tirar e regularizar título de eleitor vai até 6 de maio,True
Lula diz que se houver aumento na conta de luz não fará diferença brasileiro tem que estar é na rua trabalhando,Fake
Lula e STF acusados de estarem por trás da tentativa de assassinato contra Bolsonaro,Fake
"Em Sapiranga, ao digitar número de candidato, eleitores viram a foto de outra pessoa",Fake
Repórter da CNN Brasil revela que só existem narrativas faraônicas contra Jair Bolsonaro (PL),Fake
PT mandou o TSE cassar o mandato de todos os deputados do PL,Fake
Posts de opositores e governistas desinformam sobre atos contra Bolsonaro,Fake
Parada do Orgulho LGBT+ de SP 2026 abordará importância do voto,True
Caso se tornou parte da disputa política nacional polarizada. Trajetória indica que a família legislava em campo oposto ao de Marielle Franco.,True
"Há diversos mecanismos de auditoria e de verificação dos resultados que podem ser efetuados. Além disso, Ministério Público e Polícia Federal também têm a prerrogativa de investigar o processo eleitoral brasileiro e já realizaram auditorias independentes. Em 24 anos nenhum caso de fraude foi identificado e comprovado",True
Lula é vaiado em evento no Amapá,Fake
Lula assinou decreto que coloca fim à propriedade privada,Fake
"IA pode gerar mais fake news nas eleições, alertam especialistas",True
"O general Joaquim Silva e Luna ainda não assumiu o comando da petroleira, uma vez que sua indicação deve passar pela análise de órgãos internos da empresa. Ele não teria como, portanto, ter demitido ninguém.",True
Ministérios repudiam ato de machismo contra árbitra no Brasileirão,True
STF suspende julgamento sobre uso de imóveis públicos para salvar BRB,True
Tom Hanks e Taylor Swift boicotam os Óscares por causa das políticas de Woke: Defendemos o verdadeiro talento.,Fake
Gonzaguinha critica Bolsonaro em 1990,Fake
Lula diz que papel do pobre é esperar as políticas de ajuda do governo,Fake
"Vídeo com uma descrição alarmista sugere ameaça à soberania nacional, alegando que o suposto jornalista Mike Lindell disse numa emissora de TV americana que cerca de 5 milhões de votos de Bolsonaro foram roubados através das urnas eletrônicas.",Fake
Augusto Heleno alerta sobre atentado contra Tarcísio de Freitas,Fake
Vídeo mostra Lula recebendo refugiados muçulmanos no Brasil; cada um deles ganhará R$ 7.000 mensais por seis meses,Fake
Senadores e governo ajustam projeto de financiamento para produtores rurais,True
Governo muda prazo de cadastro biométrico para manter programa social,True
Lula alerta sobre risco de bets e big techs para famílias e democracia,True
É o fim da uma hora de almoço com nova lei trabalhista que entrou em vigor.,Fake
Haddad lança bolsa travesti em 2023,Fake
Lista de promessas no plano de governo de Luiz Inácio Lula da Silva,Fake
Luciano Hang declarou voto em Lula (PT) para 2026,Fake
Governo lança campanha nacional pelo fim da escala de trabalho 6x1,True
"Presidente do CNS, Fernando Pigatto, entrou com ação que suspendeu piso nacional da enfermagem",Fake
Lula destaca relação de parceria entre governo federal e prefeituras,True
A casa caiu Boulos: Médico dono de clínica ligada à acusação contra Boulos diz que laudo é verdadeiro,Fake
José Guimarães é hostilizado em avião,Fake
"Proposta apresentada na Câmara abre caminho para a anulação das eleições presidenciais de 2018, uma vez que a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeituras.",Fake
Empresa investigada por roubar R$ 32 milhões de aposentados pagava cartão de Michelle Bolsonaro,Fake
Bolsonaro acaba com a multa para quem é demitido sem justa causa,Fake
"Brigada Militar de Serafina Corrêa apreendeu quatro urnas eletrônicas no carro de um homem chamado Thiago Feronato e 3 delas já tinham votos para Lula (PT), que correspondia a 81%",Fake
Acidente em Toronto tem relação com política de igualdade de gênero da Delta,Fake
Projeto prevê 7 anos de cadeia para quem duvidar do sistema eleitoral,Fake
PT entrou com ação no TSE para cassar os mandatos de todos os deputados do PL,Fake
Urnas não foram hackeadas em conferência e trecho de programa da GloboNews não prova que os equipamentos usados no Brasil são inseguros.,True
Caio Coppolla lê carta de traficante a ministro do STF Edson Fachin,Fake
Lula desviou R$ 716 bilhões do BNDES,Fake
"Propagado em live pela jornalista Leda Nagle, o boato foi desmentido pela PF em abril de 2021. Nagle se desculpou em vídeo, admitindo o erro.",True
Boulos disse que casas vazias serão invadidas; paulistanos devem se preparar para perder suas casas,Fake
TSE permitirá voto por celular nas eleições de 2020.,Fake
"Governo federal e Seara lançam ""Ceia para todos""",Fake
"Programa do governo federal chamado ?Ceia para Todos"" promove descontos de até 90% na compra de produtos para a ceia de Natal em parceria com a Seara.",Fake
Governo propõe superávit primário de R$ 73 bilhões para 2027,True
Motociata com o presidente Jair Bolsonaro gera R$ 40 milhões em emprego e renda em São Paulo,Fake
"Este vídeo mostra ""festa"" no Chile após eleição de Gabriel Boric",Fake
Concedemos um auxílio emergencial de 800 dólares para 68 milhões de pessoas em 2020.,True
"Lula inicia viagem para Espanha, Alemanha e Portugal",True
"Diferentemente do que afirma o então deputado federal pelo PDT, Fernando Chiarelli, ele não provou que as urnas eletrônicas são uma farsa.",True
"O presidente Jair Bolsonaro gastou, sozinho, R$ 15 milhões com leite condensado em 2020",Fake
STF é evacuado após suspeita de vazamento de gás,True
"Superior Tribunal Militar disse que Bolsonaro não pode cumprir pena no presídio da Papuda, em Brasília",Fake
"Ministros do STF, parlamentares e desembargadores não precisam se vacinar contra a covid-19",Fake
"São oito estupros por dia [em São Paulo], que a gente fica sabendo.",True
Pablo Marçal declarou voto em Guilherme Boulos no segundo turno,Fake
Lula defende sacrificar pobres para conter crise causada pelo PT,Fake
